FT2_B0020_d720,FT2_1322_m24,FT2_B0017_d720,FT2_B0018_d720,FT2_1656_m24,FT2_1657_m12,FT2_1656_m12,FT2_0145_m24,FT2_0185_m24,FT2_0155_m24,FT2_1657_m24,FT2_1322_m12,FT2_1344_m24,FT2_0758_m24,FT2_1524_m24,FT2_1657_m6,FT2_1116_m24,FT2_1117_m24,FT2_B0061_d180,FT2_0008_m24,FT2_1656_m6,FT2_B0001_d720,FT2_0175_m24,FT2_0000_m24,FT2_0185_m12,FT2_1270_m12_to_m24,FT2_1271_m12_to_m24,FT2_0155_m12,FT2_1212_m24,FT2_B0072_d180,FT2_B0065_d180,FT2_B0003_d720,FT2_0758_m12,FT2_0848_m24,FT2_0050_m24,FT2_1145_m24,FT2_0778_m12_to_m24,FT2_B0059_d180,FT2_1113_m24,FT2_1524_m12,FT2_0642_m24,FT2_0175_m12,FT2_0042_m24,FT2_B0019_d720,FT2_1270_m6_to_m12,FT2_0756_m24,FT2_1354_m6_to_m12,FT2_1268_m12_to_m24,FT2_0070_m12_to_m24,FT2_B0020_d180,FT2_0793_m24,FT2_1212_m12,FT2_0070_m6_to_m12,FT2_0156_m24,FT2_B0023_d180,FT2_0126_m6_to_m12,FT2_0029_m24,FT2_0239_m12,FT2_1271_m6_to_m12,FT2_1295_m12_to_m24,FT2_1657_m3,FT2_1005_m12,FT2_0126_m12_to_m24,FT2_0697_m6_to_m12,FT2_0166_m24,FT2_1295_m6_to_m12,FT2_1317_m24,FT2_0630_m24,FT2_0697_m12_to_m24,FT2_0350_m24,FT2_1039_m24,FT2_0071_m12_to_m24,FT2_B0061_d90,FT2_1040_m24,FT2_1656_m3,FT2_1657_m2,FT2_B0008_d720,FT2_0330_m24,FT2_0071_m6_to_m12,FT2_B0101_d720,FT2_0085_m24,FT2_1499_m24,FT2_0661_m24,FT2_0675_m24,FT2_B0059_d90,FT2_0698_m12_to_m24,FT2_0725_m12,FT2_1656_m2,FT2_0840_m24,FT2_0166_m12,FT2_1278_m12_to_m24,FT2_B0104_d720,FT2_0997_m24,FT2_0683_m12,FT2_1524_m6,FT2_0029_m12,FT2_0882_m12,FT2_1219_m24,FT2_0056_m24,FT2_1212_m6,FT2_1040_m12,FT2_1210_m24,FT2_0854_m12_to_m24,FT2_0706_m12_to_m24,FT2_B1095_d180,FT2_0684_m24,FT2_1263_m24,FT2_1482_m6_to_m12,FT2_1122_m12,FT2_B0057_d90,FT2_B2052_d180,FT2_B0020_d90,FT2_0217_m24,FT2_1657_m1,FT2_B1001_d180,FT2_B2032_d180,FT2_1210_m12,FT2_1150_m3,FT2_1495_m24,FT2_0807_m24,FT2_0669_m24,FT2_B0084_d60,FT2_0631_m24,FT2_0787_m24,FT2_1171_m24,FT2_0286_m24,FT2_B1062_d180,FT2_B0098_d180,FT2_B0057_d60,FT2_B0047_d30,FT2_1263_m12,FT2_0840_m12,FT2_B0102_d720,FT2_0670_m24,FT2_1268_m6_to_m12,FT2_0043_m24,FT2_B0080_d180,FT2_1243_m6,FT2_B0073_d180,FT2_B0023_d60,FT2_B0041_d60,FT2_1281_m12_to_m24,FT2_B0058_d180,FT2_B0025_d180,FT2_B0028_d180,FT2_0611_m6,FT2_0005_m12,FT2_1073_m24,FT2_0079_m6_to_m12,FT2_B0056_d180,FT2_B0017_d90,FT2_B0026_d180,FT2_0435_m24,FT2_B0047_d60,FT2_B0006_d720,FT2_B0045_d180,FT2_B1080_d180,FT2_B0093_d180,FT2_B0056_d90,FT2_1296_m6_to_m12,FT2_B1079_d180,FT2_B0062_d30,FT2_B0040_d30,FT2_B1095_d90,FT2_B0073_d30,FT2_0153_m6,FT2_B0082_d90,FT2_B0066_d180,FT2_0684_m12,FT2_B0040_d90,FT2_B0040_d60,FT2_B2056_d180,FT2_0756_m6,FT2_B0085_d180,FT2_0670_m12,FT2_B0077_d30,FT2_B0074_d90,FT2_B0103_d720,FT2_0050_m6,FT2_B0049_d90,FT2_B0060_d30,FT2_B0071_d180,FT2_B0074_d60,FT2_0841_m12,FT2_B0047_d180,FT2_B0068_d180,FT2_B0075_d30,FT2_0394_m6,FT2_B0044_d30,FT2_B1001_d90,FT2_0862_m6_to_m12,FT2_B0021_d720,FT2_B0097_d180,FT2_B0071_d90,FT2_B0082_d60,FT2_B0082_d30,FT2_1547_m24,FT2_B0027_d30,FT2_1613_m24,FT2_B0045_d60,FT2_0945_m24,FT2_B2052_d60,FT2_B0047_d90,FT2_0935_m6_to_m12,FT2_B0073_d90,FT2_B0043_d30,FT2_1204_m3,FT2_B0064_d60,FT2_B2052_d30,FT2_B0045_d90,FT2_B0045_d15,FT2_1414_m3,FT2_1140_m2,FT2_B0079_d30,FT2_0883_m12,FT2_B2025_d180,FT2_1082_m3,FT2_0826_m24,FT2_B0092_d180,ms_no,mobile_sha256,prod_flag,sample_type,target1_mi,target2_mi,stage,hs_date,label,weight,target,month_time,day_time,week_time,proba,score,bucket
37.0,5.0,40.0,16.0,0.1,0.1,0.153846,-999.0,-999.0,-999.0,0.166667,0.0,0.53161,-999.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,697.0,-999.0,2.0,-999.0,0.666667,0.666667,-999.0,0.337832,1.0,1.0,541.0,-999.0,-999.0,-999.0,0.0,-999.0,2.0,5.0,0.0,2.0,-999.0,404.0,2.5,1.0,-999.0,-999.0,0.8,0.5,6.0,-999.0,0.389249,0.0,-999.0,0.033333,0.0,0.0,-999.0,1.0,0.0,0.0,-999.0,0.5,0.0,-999.0,-999.0,0.0,-999.0,0.5,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.066095,0.0,-999.0,-999.0,-999.0,1.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.003705,0.0,1.0,0.0,0.0,0.0,0.0,404.0,0.516398,-999.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,1.0,2.0,2.0,-999.0,-999.0,0.0,0.0,0.0,0.0,83.0,0.0,404.0,0.0,-999.0,203.0,0.0,-999.0,0.0,37.0,0.0,0.0,-999.0,0.0,0.014408,-999.0,1.0,-999.0,2.0,0.0,0.2,0.0,0.0,1.0,0.5,1.0,0.0,-999.0,0.0,-999.0,-999.0,0.5,2.0,0.0,-999.0,0.0,-999.0,53.0,2.0,0.2,0.5,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,1.0,0.2,-999.0,1.0,0.0,0.0,-999.0,0.6,-999.0,-999.0,2.0,-28.522713,-999.0,0.0,-999.0,0.166667,0.0,-999.0,0.222222,0.0,-999.0,-999.0,-999.0,0.0,-999.0,1.081081,0.0,0.0,0.0,0.0,0.204124,-999.0,-999.0,-999.0,-999.0,0.0,1.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,53.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,1.0,2573505934445774496,fb0728461b84e060fe4cb0b471022f32efc60e0b41fd9ba3f3ddb4c47937f1b4,S,CA,0.0,0.0,train,2024-09-20,0.0,1,train,2024-09,2024-09-20,38,0.14950503,628,6
241.0,7.0,376.0,44.0,0.042553,0.136364,0.014337,19.0,1.0,1.0,0.222222,5.0,0.690253,1.0,2.0,0.2,98.0,14.0,10.0,26.0,0.031496,720.0,57.111378,26.0,1.0,0.77551,0.071429,1.0,1.17646,9.0,4.0,720.0,1.0,0.0,31.0,79.0,1.0,103.0,19.0,2.0,10.0,56.153828,271.0,8.545455,0.486842,21.0,0.6,0.157895,0.153846,80.0,21.0,0.288675,0.25,1.0,0.516667,0.333333,1.178767,0.521739,0.0,0.611111,0.111111,0.0,0.230769,0.5,1.0,0.636364,0.125,300.0,0.2,-999.0,0.153846,0.862069,7.0,0.25,0.045455,0.125,703.0,0.0,0.48,0.0,4.0,25.0,-999.0,-999.0,34.0,0.5,0.666667,0.071429,0.076923,1.0,-999.0,-0.195269,0.076923,0.5,2.0,0.668558,0.333333,0.0,1.0,0.0,0.0,3.961545,0.5,-999.0,0.0,0.068966,9.0,0.873669,0.0,37.0,3.0,33.0,240.0,0.166667,80.0,24.0,2.70101,5.0,185.0,0.0,8.0,7.0,34.0,10.0,11.0,126.0,3.0,9.0,23.0,0.185185,9.0,0.25,-0.102929,376.0,0.666667,31.0,6.0,0.547723,0.6,0.35,5.0,-999.0,0.858268,3.0,4.0,0.871311,1.0,-999.0,1.0,0.133858,44.0,8.0,0.0,0.163265,463.0,33.0,0.0,0.2,0.159091,0.333333,0.0,0.833333,2.0,0.0,0.666667,-999.0,32.0,0.266667,0.04,3.0,2.0,1.0,-999.0,0.933333,-999.0,0.166667,19.0,0.017932,30.0,2.0,0.777778,0.401575,13.0,0.0,0.179986,0.015748,0.111111,0.0,0.777778,40.0,-999.0,1.560166,0.533333,0.454545,18.0,6.0,0.637022,0.833333,2.0,33.0,-999.0,0.0,0.190083,-999.0,0.777778,1.0,2.0,0.285714,0.0,33.0,39.0,25.0,0.0,0.222222,0.0,2.0,0.0,422.0,3.0,2594443990661105312,08a5c281dd41cbf3b038b8693cce70b48df5360ae2a231ecbf2c41ef91e65feb,S,CA,0.0,0.0,train,2024-10-19,0.0,1,train,2024-10,2024-10-19,42,0.09217651,692,13
71.0,2.0,77.0,22.0,0.168831,0.105263,0.166667,-999.0,-999.0,-999.0,0.217391,2.0,0.28233,-999.0,0.0,0.083333,5.0,5.0,5.0,0.0,0.066667,646.0,-999.0,9.0,-999.0,0.8,0.8,-999.0,0.508977,3.0,3.0,596.0,-999.0,-999.0,-999.0,4.0,-999.0,17.0,8.0,0.0,9.0,-999.0,338.0,3.5,1.0,-999.0,0.0,0.875,0.444444,25.0,-999.0,0.651339,1.0,0.0,0.155556,1.0,0.824226,-999.0,1.0,1.0,0.0,-999.0,0.25,1.0,0.0,0.0,0.25,-999.0,0.444444,-999.0,0.25,1.0,2.0,0.666667,0.0,0.0,538.0,0.0,0.111111,0.139633,3.0,-999.0,-999.0,-999.0,6.0,1.0,1.0,0.0,0.111111,0.0,-999.0,-0.212218,0.444444,1.0,0.0,1.05529,0.0,0.0,0.0,0.816497,0.666667,0.0,0.0,1.0,0.0,1.0,-999.0,-999.0,0.25,8.0,5.0,8.0,189.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,-999.0,18.0,0.0,18.0,0.0,37.0,6.0,0.40625,-999.0,0.0,-0.108831,4.0,0.857143,171.0,7.0,0.0,0.272727,0.116667,3.0,1.0,0.666667,2.0,0.0,-999.0,0.0,0.0,0.5,0.333333,11.0,1.0,0.0,0.407407,337.0,51.0,5.0,0.181818,0.272727,-999.0,0.0,0.666667,3.0,0.0,0.333333,-999.0,8.0,0.272727,1.0,3.0,3.0,0.0,-999.0,0.909091,4.0,0.666667,6.0,-28.526468,-999.0,1.0,0.625,0.433333,5.0,0.111111,0.173333,0.0,0.625,-999.0,0.5,4.0,-999.0,1.084507,0.454545,0.272727,6.0,6.0,0.0,0.333333,-999.0,27.0,329.0,1.0,0.355372,-999.0,0.25,91.0,0.0,0.444444,1.0,51.0,51.0,-999.0,0.0,0.125,0.333333,0.0,-999.0,-999.0,2.0,2600216889850332576,1d103c4cbb8f5d574f4f67d3c6f7a5cba10ae5c9558078ed62cc30a15257ddd0,S,CA,0.0,0.0,train,2024-10-27,0.0,1,train,2024-10,2024-10-27,43,0.18752491,597,2
56.0,4.0,76.0,17.0,0.144737,0.375,0.142857,14.0,14.0,14.0,0.333333,1.0,0.380693,-999.0,1.0,0.333333,5.0,0.0,4.0,3.0,0.181818,710.0,-999.0,15.0,14.0,0.0,-999.0,14.0,0.0,5.0,4.0,710.0,-999.0,0.0,244.0,1.0,-999.0,7.0,1.0,1.0,11.0,-999.0,333.0,4.470588,-999.0,-999.0,0.0,0.0,0.4,11.0,-999.0,0.0,1.0,12.0,0.061111,1.0,0.653863,0.0,-999.0,0.25,0.0,0.0,0.428571,1.0,10.0,0.0,0.0,364.0,0.545455,-999.0,0.0,0.6,4.0,0.333333,0.0,0.0,579.0,0.5,0.5,0.0,3.0,59.0,-999.0,-999.0,7.0,1.0,1.0,0.0,0.0,9.0,-999.0,0.118953,0.0,1.0,0.0,0.6742,0.0,0.0,1.0,0.0,0.5,0.916831,-999.0,-999.0,0.0,0.1,0.0,0.21605,-999.0,9.0,1.0,9.0,-999.0,0.0,10.0,1.0,0.514929,0.0,674.0,0.0,1.0,4.0,36.0,11.0,4.0,-999.0,1.0,56.0,8.0,0.52,29.0,0.0,-0.098568,-999.0,-999.0,210.0,0.0,0.408248,0.833333,0.133333,5.0,0.0,0.909091,1.0,0.0,-999.0,0.0,-999.0,0.5,0.090909,9.0,5.0,0.0,0.28125,134.0,26.0,0.0,0.0,0.0,-999.0,0.0,1.0,1.0,0.0,1.0,-999.0,7.0,0.666667,0.166667,1.0,1.0,0.0,-999.0,0.833333,-999.0,0.0,0.0,0.032244,-999.0,1.0,1.0,0.909091,0.0,0.0,0.206612,0.0,0.0,-999.0,1.0,9.0,-999.0,1.357143,0.0,1.0,6.0,4.0,0.0,1.0,-999.0,26.0,-999.0,0.0,0.283951,-999.0,1.0,1.0,1.0,0.875,0.0,26.0,26.0,12.0,-999.0,0.0,0.0,2.0,-999.0,-999.0,0.0,2610528044112150944,0d729c515b9e1111dd1a8ef2354a8af9149d03c5a3d61d938e7307128f43b785,S,CA,0.0,0.0,test,2024-11-10,0.0,1,valid,2024-11,2024-11-10,45,0.13026683,647,9
172.0,6.0,291.0,24.0,0.027491,0.25,0.030303,25.0,14.0,4.0,0.208333,2.0,0.442326,23.0,0.0,0.0,18.0,18.0,5.0,92.0,0.0,720.0,383.84872,8.0,14.0,0.055556,0.055556,2.0,1.259745,4.0,1.0,720.0,21.0,0.652174,65.0,0.0,0.704456,6.0,18.0,0.0,8.0,324.58316,281.0,12.125,1.0,6.0,0.5,0.055556,0.25,22.0,220.0,0.288675,0.5,2.0,0.155556,0.5,10.193419,0.808824,1.0,0.428571,0.0,0.0,0.333333,0.5,0.0,0.666667,0.0,-999.0,0.25,594.0,0.666667,0.739496,4.0,0.25,0.0,0.0,666.0,0.0,0.176136,0.439647,8.0,-999.0,299.0,4.0,4.0,0.717742,1.0,0.0,0.375,0.0,0.0,-0.228463,0.5,1.0,0.0,12.108099,0.0,1.274044,0.0,0.408248,0.4,0.0,0.0,0.64,0.0,0.521008,-999.0,-999.0,0.0,11.0,1.0,8.0,27.0,0.0,36.0,0.0,0.0,0.0,53.0,60.0,0.0,4.0,111.0,27.0,0.0,81.0,0.0,24.0,7.0,0.388889,-999.0,0.0,0.195414,0.0,1.0,39.0,2.0,0.0,0.666667,0.1,3.0,-999.0,0.925,2.0,1.0,1.0,2.0,1.0,0.173913,0.075,13.0,3.0,0.0,0.34375,576.0,25.0,1.0,0.0,0.153846,-999.0,0.0,0.666667,2.0,0.0,0.666667,-999.0,12.0,0.166667,0.505682,4.0,3.0,0.0,-999.0,1.0,0.0,0.666667,5.0,-28.533533,-999.0,2.0,0.333333,0.45,3.0,0.409091,0.375,0.325,0.333333,0.0,0.833333,9.0,0.0,1.69186,0.166667,0.307692,7.0,6.0,0.0,0.666667,-999.0,27.0,220.0,1.0,0.301775,0.0,0.6,1.0,0.0,0.125,1.0,27.0,-999.0,-999.0,0.0,0.166667,0.2,15.0,-999.0,8.0,0.0,2606661958862111392,bb47ab8222f91899855d99847c94595ae461b24efcd4641c064320d811bce187,S,CA,0.0,0.0,test,2024-11-05,0.0,1,train,2024-11,2024-11-05,45,0.09534274,687,13
289.0,9.0,447.0,42.0,0.040268,0.153846,0.038462,25.0,20.0,20.0,0.204545,6.0,1.00722,22.0,3.0,0.0625,23.0,15.0,12.0,33.0,0.034483,719.0,2414.264,59.0,20.0,0.478261,0.533333,20.0,0.923721,11.0,10.0,718.0,9.0,0.0,77.0,9.0,0.22979,43.0,30.0,2.0,32.0,3195.8755,79.0,10.642857,0.363636,-999.0,0.666667,0.466667,0.118644,41.0,219.0,0.984732,0.142857,13.0,0.272222,0.25,2.742249,0.307692,0.375,0.459459,0.090909,0.0,0.333333,0.2,3.0,0.529412,0.0,318.0,0.15625,179.0,0.166667,0.342466,9.0,0.222222,0.095238,0.125,649.0,0.0,0.24,0.0,9.0,14.0,-999.0,-999.0,16.0,0.288889,0.5,0.142857,0.033898,1.0,1.0,0.09087,0.271186,0.714286,2.0,2.574643,0.25,0.28233,0.0,0.547723,0.0,1.841058,0.5,0.111111,0.0,0.616438,0.0,0.434498,0.0,21.0,0.0,17.0,170.0,0.2,45.0,16.0,1.705606,5.0,12.0,0.0,0.0,5.0,170.0,109.0,8.0,179.0,0.0,10.0,14.0,0.265306,0.0,0.142857,0.423338,0.0,0.357143,31.0,3.0,0.816497,0.6875,0.216667,3.0,0.333333,0.810345,3.0,5.0,1.0,0.0,14.0,0.5,0.189655,21.0,11.0,0.0,0.193878,713.0,33.0,0.0,0.0625,0.0,-999.0,0.0,1.0,2.0,0.0,0.6,22.0,16.0,0.625,0.52,4.0,3.0,0.0,-999.0,1.0,1.0,0.6,10.0,-28.521338,9.0,4.0,0.714286,0.362069,7.0,0.0,0.166468,0.103448,0.571429,0.0,0.857143,18.0,-999.0,1.546713,0.25,0.47619,10.0,5.0,0.750604,0.8,15.0,32.0,698.0,0.0,0.165533,-999.0,0.727273,1.0,2.0,0.428571,0.0,32.0,33.0,21.0,0.0,0.0,0.0,1.0,-999.0,411.0,1.0,2614757442768077984,49b076de5f81787bb91443863d58356481aa42018ea09a4668bd443949e480cd,O,CA,0.0,0.0,test,2024-11-16,0.0,1,train,2024-11,2024-11-16,46,0.094216555,689,13
45.0,2.0,50.0,11.0,0.1,0.222222,0.074074,21.0,7.0,5.0,0.307692,1.0,0.28233,21.0,1.0,0.166667,4.0,4.0,4.0,15.0,0.125,515.0,883.16656,2.0,7.0,0.5,0.5,5.0,0.56466,3.0,2.0,515.0,19.0,1.0,118.0,0.0,0.525261,5.0,5.0,1.0,2.0,889.0115,68.0,4.545455,0.0,-999.0,0.0,0.6,0.0,8.0,241.0,0.57735,-999.0,-999.0,0.044444,-999.0,1.224745,0.444444,0.0,0.5,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,326.0,0.0,0.5,2.0,0.0,0.0,0.0,514.0,-999.0,0.0,0.0,2.0,-999.0,-999.0,-999.0,2.0,0.529412,-999.0,0.0,0.5,-999.0,-999.0,0.048566,0.0,-999.0,1.0,1.13818,-999.0,0.0,68.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.944444,-999.0,-999.0,0.0,3.0,1.0,4.0,-999.0,0.0,2.0,2.0,0.0,0.0,245.0,15.0,68.0,2.0,515.0,443.0,0.0,-999.0,0.0,55.0,2.0,1.0,-999.0,-999.0,-0.007607,1.0,0.0,93.0,2.0,0.0,0.5,0.033333,2.0,-999.0,0.625,1.0,0.0,-999.0,0.0,-999.0,-999.0,0.25,4.0,1.0,-999.0,0.5,-999.0,32.0,0.0,0.0,0.0,-999.0,0.0,0.0,1.0,0.0,1.0,-999.0,4.0,0.333333,1.0,4.0,2.0,0.0,-999.0,1.0,2.0,0.0,1.0,0.045886,-999.0,0.0,0.0,0.5,0.0,1.0,0.1875,0.0,0.0,-999.0,1.0,1.0,0.0,1.111111,0.0,0.5,2.0,1.0,0.0,0.0,2.0,32.0,241.0,0.0,0.25,0.0,0.5,54.0,0.0,0.0,0.0,32.0,-999.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,0.0,2606040537576244128,f8c2a0ac17d190c1b40020cecdf30b450128e58e1a8b866a27d472d4fcf31f8e,S,CA,0.0,0.0,test,2024-11-04,0.0,1,valid,2024-11,2024-11-04,45,0.10969269,669,12
51.0,1.0,64.0,19.0,0.21875,0.166667,0.111111,-999.0,-999.0,-999.0,0.25,1.0,0.380693,-999.0,1.0,0.125,0.0,0.0,3.0,0.0,0.157895,717.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,6.0,0.0,0.0,0.0,-999.0,-999.0,3.368421,-999.0,-999.0,0.0,-999.0,-999.0,15.0,-999.0,0.0,-999.0,-999.0,0.088889,-999.0,0.448427,-999.0,-999.0,0.2,0.333333,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.333333,1.0,0.5,0.333333,0.333333,-999.0,-999.0,1.0,0.104713,2.0,-999.0,-999.0,-999.0,4.0,0.333333,-999.0,0.333333,-999.0,-999.0,-999.0,-0.016974,-999.0,-999.0,0.0,0.288675,-999.0,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,6.0,3.0,8.0,-999.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,2.0,-999.0,-999.0,0.0,-999.0,2.0,67.0,6.0,0.5,-999.0,-999.0,0.01226,0.0,-999.0,680.0,4.0,0.0,0.125,0.133333,3.0,-999.0,0.736842,2.0,0.0,-999.0,0.0,-999.0,-999.0,0.263158,9.0,0.0,-999.0,0.432099,-999.0,64.0,1.0,0.125,0.333333,-999.0,0.0,0.5,2.0,0.0,0.0,-999.0,5.0,0.125,1.0,3.0,3.0,0.0,-999.0,0.875,-999.0,0.5,2.0,-28.552631,-999.0,0.0,0.5,0.052632,2.0,0.0,0.174515,0.0,0.5,-999.0,0.5,0.0,-999.0,1.254902,0.125,0.111111,5.0,1.0,1.316011,0.0,-999.0,64.0,-999.0,0.0,0.432099,-999.0,0.333333,49.0,0.0,0.0,0.0,64.0,53.0,-999.0,-999.0,0.5,0.0,0.0,-999.0,-999.0,1.0,2611791831872046752,c2a1c9df8f927fb42b639630ee13a56a50019ab1b5b6cf3d27c8b74fffe8bddc,S,CA,0.0,0.0,test,2024-11-12,0.0,1,train,2024-11,2024-11-12,46,0.14594506,632,7
71.0,5.0,83.0,26.0,0.168675,0.25,0.1875,2.0,0.0,0.0,0.296296,2.0,0.494535,2.0,2.0,0.444444,2.0,2.0,6.0,8.0,0.285714,707.0,97.221054,1.0,0.0,1.0,1.0,0.0,0.408248,3.0,3.0,687.0,1.0,0.375,155.0,0.0,0.907298,12.0,3.0,0.0,0.0,99.389336,-999.0,3.192308,0.0,0.0,0.5,1.0,0.0,16.0,188.0,0.57735,-999.0,0.0,0.1,-999.0,0.977093,0.833333,0.0,0.2,0.333333,0.166667,0.0,-999.0,0.0,0.666667,0.0,500.0,-999.0,-999.0,0.0,0.684211,2.0,0.25,0.5,0.5,512.0,0.0,0.153846,0.0,4.0,-999.0,335.0,59.0,3.0,0.684211,-999.0,0.75,0.0,0.0,-999.0,0.072634,0.0,-999.0,0.0,1.1645,-999.0,0.0,-999.0,0.0,0.333333,0.204124,-999.0,0.75,0.0,1.0,-999.0,-999.0,0.0,3.0,6.0,5.0,11.0,0.0,8.0,4.0,0.288675,0.0,221.0,3.0,-999.0,1.0,-999.0,-999.0,1.0,223.0,6.0,47.0,1.0,1.0,-999.0,-999.0,-0.040104,0.0,0.333333,118.0,3.0,0.0,0.333333,0.05,2.0,-999.0,0.761905,3.0,1.0,-999.0,0.0,-999.0,0.0,0.238095,6.0,3.0,0.0,0.625,-999.0,52.0,0.0,0.111111,0.5,-999.0,0.0,1.0,1.0,0.0,0.0,-999.0,4.0,0.333333,1.0,2.0,2.0,0.0,-999.0,1.0,1.0,0.0,2.0,-28.520784,-999.0,1.0,1.0,0.142857,1.0,0.461538,0.124717,0.0,0.0,-999.0,1.0,3.0,0.0,1.169014,0.111111,0.0,2.0,0.0,0.408248,1.0,-999.0,69.0,188.0,0.0,0.388889,0.0,0.0,1.0,0.0,0.0,0.0,69.0,27.0,-999.0,-999.0,1.0,0.333333,0.0,-999.0,-999.0,1.0,2590801580328518304,0039bdecd3df773bdb31fe5af8b5a3d7c5bf66ec7eab6e1a0080cbfb1ed39a15,S,CA,0.0,0.0,train,2024-10-14,0.0,1,valid,2024-10,2024-10-14,42,0.1791243,603,2
12.0,0.0,13.0,6.0,0.230769,0.333333,0.230769,-999.0,-999.0,-999.0,0.333333,0.0,0.0,-999.0,0.0,0.2,3.0,3.0,2.0,0.0,0.111111,299.0,-999.0,0.0,-999.0,1.0,1.0,-999.0,0.448427,4.0,1.0,233.0,-999.0,-999.0,-999.0,0.0,-999.0,4.0,3.0,0.0,0.0,-999.0,-999.0,2.166667,1.0,-999.0,-999.0,1.0,-999.0,9.0,-999.0,0.621582,-999.0,0.0,0.05,-999.0,0.637022,-999.0,1.0,-999.0,0.2,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,1.0,2.0,1.0,0.125,0.25,156.0,0.0,0.25,0.089772,2.0,-999.0,-999.0,-999.0,4.0,1.0,-999.0,0.142857,-999.0,0.0,1.0,0.032637,-999.0,-999.0,0.0,0.887625,-999.0,0.408248,-999.0,0.83666,1.0,0.0,-999.0,1.0,0.0,1.0,-999.0,-999.0,0.0,6.0,2.0,8.0,-999.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,-999.0,2.0,-999.0,-999.0,0.0,156.0,1.0,69.0,5.0,1.0,-999.0,-999.0,-0.114758,0.0,1.0,61.0,2.0,0.0,0.8,0.116667,4.0,-999.0,0.777778,1.0,0.0,-999.0,0.0,0.0,0.5,0.222222,8.0,1.0,0.0,0.306122,233.0,27.0,1.0,0.2,0.25,-999.0,0.0,1.0,1.0,0.0,1.0,-999.0,4.0,0.2,1.0,5.0,4.0,0.0,-999.0,0.8,0.0,0.0,2.0,-28.518316,-999.0,1.0,1.0,0.555556,2.0,0.0,0.259259,0.0,0.0,-999.0,1.0,2.0,-999.0,1.083333,0.2,0.5,3.0,0.0,0.28233,1.0,-999.0,51.0,-999.0,1.0,0.25,-999.0,0.8,1.0,0.0,0.285714,0.0,51.0,27.0,-999.0,0.0,0.5,0.0,0.0,-999.0,-999.0,1.0,2613769372832892576,9d3278159e2eb57415fbdf50f192e795fd056efec247ce725ec9d24e18f0403e,S,CA,0.0,0.0,test,2024-11-15,0.0,1,valid,2024-11,2024-11-15,46,0.20334606,585,1
