ID,hs_date,label,weight,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,feature129,feature130,feature131,feature132,feature133,feature134,feature135,feature136,feature137,feature138,feature139,feature140,feature141,feature142,feature143,feature144,feature145,feature146,feature147,feature148,feature149,feature150,feature151,feature152,feature153,feature154,feature155,feature156,feature157,feature158,feature159,feature160,feature161,feature162,feature163,feature164,feature165,feature166,feature167,feature168,feature169,feature170,feature171,feature172,feature173,feature174,feature175,feature176,feature177,feature178,feature179,feature180,feature181,feature182,feature183,feature184,feature185,feature186,feature187,feature188,feature189,feature190,feature191,feature192,feature193,feature194,feature195,feature196,feature197,feature198,feature199,feature200,feature201,feature202,feature203,feature204,feature205,feature206,feature207,feature208,feature209,feature210,feature211,feature212,feature213,feature214,feature215,feature216,feature217,feature218,feature219
ID_100475,2024-11-02,0,1,44,1,52,63,0.043664,0.130931,0.135814,2,0,-999,0.330129,3,0.374439,-1,2,0.003346,-3,2,8,7,0.413615,716,-999.0,6,-999,0.994224,0.383819,0,0.346301,2,2,685,-999,-999.0,-999,2,-999.0,9,3,1,4,-999.0,180,3.938682,0.014104,-999,0.490548,0.536292,-999.0,3,87,0.820546,-999.0,-999,0.19119,-0.004549,0.720727,-999.0,-999.0,0.491246,0.148411,-0.000745,0.197319,-999.0,-999,0.339668,0.116979,-999,-999.0,-999,0.008254,1.014724,5,-999.0,0.609,-0.006554,705,-999.0,1.014865,0.096918,0,127,-999,-999,0,0.982292,0.708747,-0.007162,0.257323,-999,-999.0,0.081028,-0.016423,-999.0,1,1.572468,-999.0,0.007555,-1,0.022763,0.500162,0.159623,-999.0,-999.0,0,0.990144,-999,-999.0,0.13232,2,3,5,-999,0.010745,145,0,-0.011491,1,-999,0,-1,2,26,-999,8,-999,-1,27,13,0.504891,-999,0.50954,-999.0,10,1.01894,-999,7,-0.011935,0.819676,0.098571,2,0.645068,0.373371,3,1,0.019271,11,-999,-999.0,-0.01814,9,2,-999.0,1.016757,-999,52,0,0.123314,-0.01869,-999.0,0,-999.0,2,0,0.564372,-999,4,0.397439,-999.0,2,2,0,-999,0.773862,95,0.740824,5,-26.821847,-999,1,-999.0,-999.0,2,0.313759,0.173686,0.001051,0.59655,-999.0,0.679369,-1,-999.0,1.521086,0.139726,0.001681,1,11,-0.055598,-999.0,-999,27,215,4,0.28892,-999.0,0.590959,-999,0,0.469993,0,52,33,-999,0.000172,-0.027947,-999.0,0,-999,153,1
ID_100476,2024-09-21,0,1,147,3,71,3,0.429312,0.144873,0.114107,-999,-999,-999,0.384227,2,0.022217,-999,2,0.275171,22,9,1,0,0.164624,719,64289.274507,8,-999,-999.0,0.991749,1,0.318497,8,7,658,-999,-999.0,-999,-2,-0.010099,39,2,0,5,-999.0,299,9.070439,1.01395,5,1.04742,1.002542,-999.0,48,-999,1.184449,-999.0,-999,0.288672,1.007326,0.172755,-999.0,0.846124,0.501845,0.345868,0.03817,0.208103,-999.0,-999,0.246352,-0.00895,-999,0.411093,-999,0.26861,0.992178,2,0.331556,-0.000407,0.521892,646,-999.0,0.97654,0.172441,1,11,-999,52,0,0.455831,0.986014,0.479061,-0.0074,-999,-999.0,0.024901,0.002277,0.589157,2,0.398072,0.518989,0.0181,12,0.681591,-999.0,0.561461,-999.0,-999.0,0,0.373627,-999,0.489849,-0.002895,10,1,4,-999,-0.011131,3,0,0.028899,1,136,1,16,3,-999,-999,0,388,0,16,2,0.013058,-999,0.143695,-0.341701,2,0.003909,96,2,-0.009116,0.492124,0.06749,0,-999.0,0.852054,2,0,-999.0,1,-999,-999.0,0.237001,11,3,-999.0,0.628632,-999,34,1,0.004684,-0.004691,-999.0,-999,-0.012673,0,0,-0.003323,-999,7,0.831767,1.01529,1,0,0,-999,-999.0,-999,0.200454,4,-28.177356,-999,1,1.000291,0.248863,1,0.479847,0.272031,-0.000918,0.493899,-999.0,-999.0,26,-999.0,1.0628,0.202139,0.140569,0,0,-0.057219,0.468832,0,53,-999,0,0.008256,-999.0,1.037586,114,0,0.323514,0,27,54,-999,-0.000254,-0.004487,0.9929,0,1,16,1
ID_100477,2024-09-11,1,1,6,3,81,54,0.319776,0.124754,0.147458,-999,-999,-999,0.066029,0,0.956873,-999,12,0.754543,2,2,4,2,0.155,685,-39002.370643,15,3,0.818076,1.006122,-999,1.540189,3,4,-999,-999,-999.0,-999,2,0.978479,1,12,2,-1,-999.0,194,2.997154,0.798762,14,0.005918,0.463803,0.165164,48,-999,1.197362,0.530385,1,0.168365,-999.0,0.454752,-999.0,-0.027869,0.575317,-0.011743,-999.0,0.288642,0.464563,-999,-0.014474,-0.001119,20,0.343194,-999,0.128989,0.982904,1,0.494379,0.003809,0.376565,-999,0.98014,0.267282,-0.006718,5,-999,-999,-999,5,0.216059,1.008238,0.003592,-999.0,-999,-999.0,0.053005,0.06554,-999.0,0,0.5619,-999.0,-0.01194,-999,1.151646,0.334323,0.12414,-999.0,-999.0,0,0.671782,-999,-999.0,-999.0,5,2,2,175,-0.012076,-2,1,0.000146,3,-999,0,8,0,-999,22,0,-999,11,23,1,0.00958,-999,-0.0147,-0.303462,-999,-999.0,292,1,-0.007251,0.467433,0.411413,6,1.015072,0.49691,1,0,-999.0,1,-999,-999.0,0.506788,3,2,-999.0,1.013757,453,53,1,0.004649,0.220985,-999.0,0,-999.0,2,0,-999.0,-999,14,0.374242,1.006505,0,3,0,-999,0.887328,5,0.47019,11,0.366903,-999,2,0.608553,1.00379,1,-0.026925,0.123247,0.098041,-999.0,-999.0,0.510314,0,-999.0,1.309641,0.261162,0.510854,4,2,0.196156,-999.0,-999,26,-999,0,0.240529,-999.0,0.336574,-999,0,-999.0,0,-999,-999,-999,-999.0,-999.0,-0.01285,0,1,-999,0
ID_100478,2024-09-05,0,1,88,5,2047,14,0.054383,-0.003317,0.002889,-999,26,-999,0.293562,9,0.418071,-999,1,0.11928,3,4,7,17,0.436562,709,-999.0,7,9,0.006629,0.964446,-999,0.268502,1,5,460,-999,0.041435,-999,2,-999.0,9,9,0,9,-94.968348,263,8.014776,-999.0,-999,0.250056,0.242115,0.285028,19,-999,-0.175445,-999.0,-999,0.160369,0.010283,0.371951,-999.0,0.206891,0.624223,0.027452,0.011106,0.497648,0.959015,-999,0.143653,-0.002887,436,0.663786,-999,0.341555,0.010754,1,0.25723,1.4e-05,-999.0,-999,0.000188,-999.0,0.060923,2,-999,-999,-14,0,0.61297,0.001092,-0.008815,0.085853,-999,-999.0,-0.223648,0.142584,0.993146,2,0.582638,0.32868,0.031636,60,0.768014,-0.008358,-0.108485,-999.0,-999.0,0,0.898461,-999,-999.0,-0.003733,12,11,4,-999,0.030541,6,0,2.942969,1,21,1,-999,0,-999,22,0,99,3,49,3,-0.001081,-999,-0.005141,-0.05072,1,0.98783,-999,3,-0.01344,0.457976,0.064354,4,1.031164,1.008957,2,0,-999.0,1,-999,-999.0,0.733804,0,1,-999.0,-0.012036,66,52,0,-0.000891,-0.001121,-999.0,2,0.293484,2,0,0.516545,-999,4,0.26863,-999.0,4,3,0,-999,0.995852,-4,-999.0,5,-28.044332,-999,0,-0.012393,0.556888,2,0.889769,0.26474,-0.000574,0.67163,-999.0,1.001845,4,-999.0,1.27819,0.280535,0.325807,10,4,0.374623,-0.01772,-999,53,74,0,0.518597,-999.0,0.325718,3,0,0.127165,0,53,27,-999,-999.0,0.004854,0.002114,0,-999,-999,2
ID_100479,2024-11-12,0,1,35,1,68,38,0.166792,0.310931,0.04984,-999,-999,-999,0.216129,11,0.557285,-999,4,0.32368,18,6,8,6,0.179791,684,-999.0,20,-999,0.526733,0.26329,12,-0.024005,1,1,485,-999,0.896945,44,1,-999.0,21,13,0,1,-999.0,358,3.761586,1.006897,-999,-999.0,0.986051,0.040054,24,123,2.198441,0.406407,-999,0.16209,-999.0,0.082026,-999.0,0.658692,-999.0,0.101534,-999.0,0.518843,-0.002111,-999,-999.0,-999.0,-999,0.120715,-999,-0.006081,-999.0,1,0.655979,0.016042,-0.006113,683,0.008866,-999.0,-0.001246,4,-999,-999,-999,9,-999.0,1.026858,0.129174,0.358543,6,-999.0,0.038818,0.255088,0.985908,0,-0.196951,-999.0,-999.0,335,0.297654,0.004445,-0.130879,-999.0,1.005982,0,0.99919,-999,-999.0,-999.0,5,5,12,-999,-999.0,12,0,0.036287,0,27,8,-3,0,173,110,1,-999,0,18,10,0.512131,-999,-999.0,0.483258,-999,1.020297,-999,5,0.008351,0.429294,0.109303,7,-999.0,0.91631,1,0,-999.0,0,-999,-999.0,0.011287,30,1,0.016424,0.239019,500,33,0,-0.00163,0.008448,-999.0,0,-0.013506,1,0,-999.0,-999,2,0.740781,1.017258,2,2,19,-999,0.992336,-999,-999.0,1,0.593374,-999,6,-999.0,0.305283,1,-0.000776,0.107507,0.002091,0.513202,-999.0,0.690732,-1,-999.0,1.098433,0.149826,0.529278,3,2,-0.050217,-999.0,1,33,-999,-1,0.66542,-999.0,0.605221,82,0,0.017083,0,28,51,-999,-999.0,0.201774,-999.0,0,-999,-6,0
ID_100480,2024-09-06,0,1,209,7,102,28,0.207691,0.229391,0.06878,0,-999,-999,0.141893,2,0.444572,24,4,0.099682,23,7,5,1,0.004162,377,-999.0,19,-999,0.644782,0.729579,2,0.239892,1,7,694,-999,-999.0,37,8,-999.0,7,27,1,1,-999.0,-999,0.042559,-999.0,2,0.524245,0.324648,0.266771,17,431,0.255084,3.7e-05,0,0.185737,-0.037959,1.164309,-999.0,0.984361,-0.00402,-0.005129,-999.0,0.179619,-999.0,-999,0.488331,0.255831,333,-999.0,-999,-999.0,0.996197,1,-999.0,-0.002762,-0.013786,666,-999.0,0.023807,0.107436,0,10,-999,10,4,1.004551,-999.0,0.016931,-0.01708,-999,-999.0,-0.118942,-999.0,1.01136,0,0.374696,-0.010817,-0.002488,-1,0.022332,-999.0,-0.011411,-0.02589,-999.0,0,0.959854,-999,-999.0,0.087088,1,14,5,-999,-0.018714,2,0,-0.035353,0,331,0,-4,3,23,115,1,-999,1,7,2,0.999214,-999,0.25769,0.192184,-999,0.02476,-999,9,-0.014639,0.979028,0.097959,1,-999.0,0.890881,1,1,-999.0,1,-999,-999.0,0.391592,31,6,-999.0,0.644007,-999,29,6,0.077125,-0.029463,-999.0,0,0.99377,0,0,0.568904,-999,6,0.69529,-999.0,3,3,0,-999,0.797705,-999,1.008551,9,-29.118806,32,1,0.759739,0.38437,0,-999.0,0.088624,-0.009649,0.522381,-999.0,0.762619,3,-999.0,1.070797,0.27411,0.471761,23,4,0.918408,-999.0,1,32,-999,0,0.127054,-999.0,0.624279,22,0,-0.029085,1,64,-999,-999,-2.2e-05,-0.002945,-999.0,0,-999,-999,0
ID_100481,2024-10-11,0,1,144,3,91,30,0.086866,0.168339,0.094469,23,0,-999,0.188664,1,0.506073,-999,0,0.074093,49,25,5,0,0.085305,729,-999.0,29,-999,0.30613,-999.0,-999,0.142381,5,5,40,-999,-999.0,204,-3,-999.0,2,16,0,4,-999.0,58,2.272044,-999.0,-999,1.00454,0.119048,0.016703,6,-999,0.535317,0.987692,5,0.140868,1.005341,-0.068755,-999.0,0.500327,0.334102,-999.0,-999.0,0.669926,-999.0,20,0.105877,-999.0,-999,0.499945,-999,0.258574,0.715814,2,0.511346,0.143216,-999.0,357,-999.0,0.260957,0.113799,2,-999,83,-999,21,0.035627,1.001301,-0.01753,-999.0,2,-999.0,0.078914,0.33717,-999.0,0,0.205919,-999.0,0.000675,-999,0.261077,0.008884,0.430889,-999.0,-999.0,0,0.586653,11,-999.0,-0.004957,11,2,24,37,0.012025,39,0,-0.029408,1,70,0,-999,1,-999,109,1,-999,0,26,11,0.278464,-999,0.360562,-0.348665,185,-999.0,-999,6,-0.015036,0.215542,0.008071,2,-999.0,0.987048,3,0,0.995168,0,3,-999.0,-999.0,8,1,0.105879,0.169485,594,48,23,0.006134,1.002676,-999.0,0,0.487622,1,1,0.000182,-999,13,0.379757,0.980996,2,0,0,-999,0.846174,-999,-999.0,1,-28.365869,-999,0,0.024187,0.840134,1,-0.012952,0.43327,-0.00242,-0.004456,-999.0,0.730222,2,-999.0,1.19949,0.504281,0.343068,3,0,0.102192,0.993537,-999,52,-999,2,0.495095,-999.0,0.406103,-1,0,0.295899,0,52,52,-999,-999.0,-0.014585,-999.0,0,-999,-999,1
ID_100482,2024-10-30,0,1,126,2,26,14,0.097777,0.283143,0.205822,6,0,-999,0.105544,7,0.568736,-999,0,0.000665,-1,-4,8,4,0.208852,681,-999.0,5,-999,0.762144,0.724733,0,0.229822,2,2,654,-999,-0.010123,-999,6,1.009436,8,-9,0,3,15.194366,500,3.927564,1.011225,-999,-0.008895,0.347825,0.114828,8,685,0.279401,0.000668,-999,0.176134,1.025355,0.319171,-999.0,0.003831,0.55629,0.025734,0.018296,0.398538,0.512543,-999,0.666524,-0.006921,14,0.158073,-999,0.179225,0.396169,1,0.636167,0.033545,-0.006213,-999,-999.0,0.969578,-0.004441,0,-999,-999,-999,29,0.97767,-999.0,0.007181,0.173653,-999,-999.0,-0.157808,0.534094,0.997539,1,2.155221,-999.0,-0.005825,-999,1.244918,-0.002703,0.442904,-999.0,-999.0,9,-999.0,-999,-999.0,-999.0,19,9,2,64,0.233886,20,0,-0.039703,1,238,0,-2,6,-999,110,0,464,0,4,1,0.4852,-999,0.515459,-0.179745,168,0.639951,-999,0,-0.002499,0.678469,0.004232,3,-999.0,0.257514,2,1,-999.0,0,-999,0.198834,0.175329,13,1,-999.0,0.322991,-999,53,4,-0.004184,0.01597,-999.0,0,0.494554,0,0,0.253693,-999,10,0.265908,0.023786,2,4,0,-999,1.020094,110,-999.0,5,-0.387206,-999,3,0.046263,0.339478,2,-999.0,0.083832,0.002439,-999.0,-999.0,0.670967,10,-999.0,1.150054,0.29124,0.464235,0,0,0.192959,0.990735,-999,32,704,1,0.260526,-999.0,0.01184,0,0,-999.0,0,27,52,-999,0.000225,-0.013299,-999.0,0,-999,1,1
ID_100483,2024-11-20,0,1,81,8,160,8,0.093318,0.104934,0.006574,5,-999,-999,0.209803,3,0.696166,-999,7,0.17875,-2,-7,0,1,0.232154,711,-999.0,0,0,1.00585,0.672298,-999,0.267208,8,4,724,4,-0.021944,-999,3,-999.0,25,9,0,1,-999.0,176,2.737152,-999.0,-999,0.460582,0.832283,0.218832,5,46,0.095952,-0.017215,-999,0.047926,0.958648,0.208566,-999.0,1.004777,0.340559,0.006284,-999.0,-999.0,0.291897,0,0.37238,0.005766,-999,0.680245,234,-999.0,0.342736,2,0.343493,0.009665,0.348953,526,-999.0,0.292483,0.127042,0,24,-999,9,6,0.758404,-999.0,0.007548,0.538289,-999,-999.0,0.067348,0.068016,0.991198,0,0.493125,-0.010569,0.220643,16,1.048126,-999.0,-0.140898,0.292252,-999.0,0,0.989849,-999,-999.0,0.082359,3,6,5,-999,-0.031637,2,0,0.034744,1,59,-1,7,3,-999,648,0,-999,1,35,2,0.450245,-999,0.018578,0.126318,-999,0.185655,-999,6,-0.01149,0.575124,0.016476,0,0.511871,0.688797,3,1,-999.0,-999,-999,-999.0,-0.012259,35,2,-999.0,0.976229,-999,30,1,0.08254,0.234007,-999.0,0,-999.0,2,0,-0.005135,-999,13,0.704349,1.026835,8,1,0,-999,0.995508,-3,-999.0,0,-0.501688,-999,1,-999.0,0.564839,1,0.004993,0.133924,0.009228,0.323511,-999.0,0.977346,2,-999.0,1.499956,0.300925,0.402486,1,6,3.500677,0.368359,-999,29,-999,0,0.445947,-999.0,1.002302,97,0,0.261781,1,53,-999,-999,-999.0,0.991196,-0.020047,0,-999,-999,0
ID_100484,2024-09-14,0,1,139,5,37,12,0.017902,0.341832,0.079009,-999,-999,-999,0.12912,0,-0.002366,1,5,0.097978,8,16,0,1,0.012678,703,-3944.748482,7,-999,-0.02582,0.986098,-999,0.655896,7,4,652,12,-999.0,113,6,-0.000315,1,9,1,7,-999.0,187,2.823615,0.011583,-999,0.630847,0.491176,0.031975,6,12,0.027466,-999.0,-999,0.019382,0.683264,0.73308,0.522699,0.096498,1.010311,0.016872,-999.0,0.258686,-0.026913,-999,0.999371,0.002534,375,-0.003564,-999,-0.008201,0.168763,1,0.500036,-0.00671,0.015523,659,-999.0,-999.0,0.071323,5,35,-999,-999,8,0.339518,-0.006388,0.301026,-0.021777,-999,-999.0,0.059,0.139759,-999.0,0,0.146468,0.007387,0.010426,30,0.185181,-999.0,-0.066705,0.503949,-999.0,0,1.010231,-999,-999.0,0.594649,37,4,18,135,-999.0,15,0,0.120495,1,290,-1,0,5,-999,144,0,-999,0,31,9,0.231251,-999,-0.009157,0.035968,1,0.994011,-999,3,-0.001752,0.406817,0.121572,2,-999.0,0.63368,1,0,-999.0,10,-999,-999.0,0.007208,14,3,-999.0,0.607931,672,52,2,-0.005533,0.793398,-999.0,0,-0.01762,1,0,1.0173,-999,7,0.316314,0.881167,0,1,0,-999,0.341181,2,-0.03016,9,-28.656688,-999,2,-0.003367,0.491596,0,0.567287,0.62429,0.004115,0.313272,-999.0,-999.0,3,-999.0,1.231897,0.109698,0.324992,4,3,0.230225,-0.024232,-999,50,294,0,0.128371,-999.0,0.649098,-2,0,-999.0,0,69,25,-999,-0.000115,0.030373,0.006579,15,-999,-999,0
ID_100485,2024-11-25,0,1,106,3,198,31,0.274819,0.244578,0.000481,1,1,0,0.294182,5,0.280445,-999,3,0.192222,46,6,5,0,-0.003456,711,9083.94569,5,-999,0.485522,0.021438,-999,6.404045,8,1,700,7,-999.0,-999,3,-999.0,11,8,0,2,-999.0,-999,6.429326,0.991705,4,0.009147,0.443818,0.428657,7,75,0.451029,-999.0,-999,0.02457,0.019736,0.091204,0.466792,0.992819,0.382957,0.497376,-999.0,0.010484,-999.0,0,0.665141,0.007618,-999,0.508008,-999,-0.008906,0.754888,2,-0.013379,0.163723,0.002224,-999,-999.0,0.669566,0.159606,9,-999,-999,-999,2,-999.0,0.619072,-0.003719,0.004722,-999,-999.0,0.00534,-0.012777,0.750296,2,0.391516,-0.000523,-0.037919,-3,0.498784,0.505229,0.040887,0.199143,-999.0,0,0.987683,-999,0.479871,-0.006936,24,7,3,-999,0.018153,36,10,0.098229,1,-999,0,-999,7,174,0,0,-999,0,61,8,0.307328,8,-999.0,0.047954,-999,0.488617,90,1,0.749584,1.000955,0.022728,9,-999.0,0.914617,2,2,-0.016282,0,-999,-999.0,0.135896,1,1,-999.0,0.143302,666,53,0,-0.004198,0.201399,-999.0,0,0.419765,3,0,1.027272,6,2,0.210391,0.983143,3,2,0,-999,0.999708,6,0.026195,17,-27.668566,-999,0,0.528666,0.289283,0,0.014046,0.148567,-999.0,-999.0,-999.0,1.012102,7,-999.0,1.087961,0.411825,0.707685,2,0,0.039524,0.818437,-999,53,-999,0,0.000397,-999.0,0.163503,2,0,1.01337,0,27,50,-999,3e-05,-0.02048,0.306933,0,-999,-999,1
ID_100486,2024-10-11,0,1,88,2,89,27,0.078726,0.252262,0.080337,2,-999,-999,0.331425,3,0.744517,-999,0,0.166997,9,4,11,0,0.045053,714,-21373.325396,0,32,0.715514,0.498869,-999,0.59314,4,2,708,-999,-999.0,-999,6,-999.0,10,14,0,3,-999.0,205,4.410781,0.043795,11,0.525263,0.829177,0.498832,4,-999,0.066755,-999.0,-999,0.010149,-999.0,0.769547,0.325537,-999.0,0.206482,-0.004032,-999.0,0.997056,1.001597,5,0.236735,-0.007125,-999,0.57001,-999,0.275863,-0.002806,0,0.483257,0.008448,0.020794,655,-999.0,0.347684,-0.002572,0,-999,-999,-999,10,0.855431,0.298257,0.002793,0.507457,-999,-999.0,0.042174,0.24949,0.384222,4,0.124588,0.00603,0.250982,55,0.195332,0.248001,1.316502,-999.0,-999.0,0,0.994816,-999,0.627163,0.007089,49,0,6,200,-0.005041,0,0,1.969599,0,-999,0,1,0,-999,44,0,20,1,14,2,0.430818,-999,0.003532,-0.038668,6,0.294864,-999,3,-0.010896,0.5731,0.02764,5,0.398348,0.422478,1,0,1.028036,0,-999,0.003443,0.542351,2,5,-999.0,0.27652,85,52,15,0.001537,0.132571,-999.0,1,0.581743,2,0,0.168507,-999,8,0.356407,0.924168,1,7,0,-999,0.809103,-999,0.526787,-999,-28.811711,-999,1,-999.0,0.83621,1,-0.00568,0.096215,0.078284,0.330713,0.007765,0.508975,10,-999.0,1.723742,0.672691,0.446329,1,0,0.039049,-999.0,4,52,529,1,0.342469,0.078283,0.512356,-999,0,-999.0,0,-999,-999,-999,-999.0,0.172833,0.017636,0,-999,3,0
ID_100487,2024-11-17,0,1,135,4,80,18,0.041788,0.386529,0.125529,0,0,-999,0.133673,2,0.520763,1,0,0.073369,11,2,2,1,-0.005121,717,-999.0,8,-999,0.845535,0.919289,-999,0.961572,3,2,654,21,0.441608,-999,-1,-999.0,13,14,0,9,-999.0,22,2.994111,-999.0,7,-999.0,0.587474,0.424416,11,-999,0.292319,0.792525,-999,0.393101,-999.0,0.261028,-999.0,0.214512,0.217916,0.505062,-999.0,-999.0,0.03044,1,0.473783,-0.008311,83,0.757074,-999,-0.009175,1.016326,2,0.66162,0.009333,0.225478,483,-999.0,0.023489,0.009844,0,24,-999,-999,6,-999.0,-999.0,-0.005623,0.15461,-999,-999.0,-0.161243,0.203709,-999.0,0,0.459741,0.007061,-0.012798,-3,0.322879,0.658674,-0.036402,-0.042377,-999.0,0,0.541356,-999,-999.0,0.001196,43,4,5,192,0.344553,247,0,-0.094347,1,82,1,0,4,-999,19,0,-999,1,31,1,0.968221,-999,0.002561,0.305693,1,0.316022,98,0,0.992594,0.380436,0.050388,2,0.513072,0.771788,2,0,-999.0,3,-999,-999.0,0.500088,2,4,-0.003226,0.190305,62,54,0,0.004394,0.121134,-999.0,0,0.979827,1,0,1.007567,-999,21,0.561274,-999.0,2,1,0,-999,1.015363,-5,-999.0,11,-29.318046,-999,1,0.990621,0.500723,6,-0.024082,0.155012,-0.005442,0.976924,-999.0,-999.0,3,-999.0,1.110803,0.287555,0.170015,3,1,1.160718,0.52005,-1,64,-999,2,0.186512,-999.0,0.336495,55,0,0.142645,0,51,33,21,-9.7e-05,-0.015177,0.197121,2,-999,-999,0
ID_100488,2024-10-31,0,1,30,0,49,20,0.081965,0.187133,0.15364,28,-999,-999,0.209588,2,0.787696,-999,0,0.400583,221,1,0,1,0.285967,692,-999.0,28,10,-999.0,0.238219,0,0.204111,4,1,532,-999,0.01651,-999,-2,-999.0,8,12,0,1,348.113529,230,3.47085,0.349673,-999,0.316531,0.623271,0.496133,12,-999,-0.124956,0.964552,-999,0.188957,0.25451,0.25497,-999.0,0.520177,-999.0,0.998158,-0.018178,-0.001433,0.97683,-999,0.262118,0.010338,-999,0.020529,-999,0.340111,0.100051,3,0.003666,0.003551,-0.010984,-999,0.012897,0.456095,0.131243,2,-999,-999,-999,16,0.750811,0.017217,0.155277,0.325237,-999,-999.0,-0.211079,-0.016216,0.955468,0,0.535989,0.01818,-999.0,-999,0.502269,0.467436,3.03967,-999.0,0.369697,0,-999.0,339,-999.0,0.000262,20,-1,27,499,-0.009595,2,0,-0.025228,0,62,6,5,3,-999,36,0,236,0,31,22,-0.01586,-999,0.988264,-0.216931,1,0.643293,-999,1,-0.013555,0.589096,0.041365,1,-999.0,0.90632,3,0,-0.023546,0,-999,-999.0,0.340273,38,1,-999.0,0.274877,91,51,0,0.114552,0.134746,0.196703,0,1.016091,2,0,0.97067,-999,4,0.643108,0.976416,2,0,0,-999,0.331093,-999,-0.009983,2,-28.40719,-999,4,0.984596,0.59906,2,-0.018069,0.502294,-0.003695,0.668809,-999.0,0.505853,5,0.007318,1.047029,0.004,0.866235,2,0,0.073368,0.655335,-999,66,-999,0,0.132744,-999.0,0.015714,-999,0,0.640312,0,31,31,-999,-999.0,-0.014564,-999.0,0,-999,8,0
ID_100489,2024-10-18,0,1,139,3,354,19,0.074501,0.060945,-0.007437,-999,6,-999,0.208064,3,0.704333,0,1,0.118677,68,37,3,0,0.282218,723,-999.0,7,-999,0.681648,0.992359,-999,0.047877,2,4,659,10,0.02924,-999,2,-999.0,13,0,0,15,-999.0,-999,5.322388,0.551959,-999,0.276078,0.277932,0.372667,4,170,0.23424,-999.0,-999,0.039822,0.515398,0.193948,-999.0,0.517918,-0.004572,0.074967,-999.0,-0.017042,0.504992,-999,0.211372,0.156279,132,0.138365,-999,-0.015892,0.98882,4,0.501399,0.002422,0.328004,434,-999.0,0.001802,0.008079,0,-999,-999,-999,14,0.487081,0.982632,0.07021,0.155444,-999,-999.0,-0.010757,0.06878,0.975695,0,1.728271,0.026696,-0.021026,-5,0.475655,0.482137,-0.052786,0.003786,0.658911,0,0.57898,34,-999.0,-999.0,2,1,6,156,0.992211,37,0,0.080775,3,89,0,112,3,-999,134,0,-999,1,35,6,0.020168,-999,0.003176,0.267579,117,-0.018049,157,5,0.011764,-999.0,0.055082,4,1.000507,0.927787,2,1,-999.0,2,-999,-999.0,0.035571,9,4,0.003068,0.789905,-999,64,4,0.070058,0.738958,-999.0,0,0.994949,0,0,0.009867,-999,18,0.088989,-999.0,3,11,1,-999,0.924718,5,0.501626,2,-28.582197,-999,2,-0.000326,0.928541,2,0.699467,0.178871,0.001665,0.356054,-999.0,-999.0,1,-999.0,1.081628,0.008759,0.001998,23,0,2.249554,-0.011671,-999,53,-999,1,0.200579,-999.0,0.643772,80,0,0.111595,0,28,-999,-999,-999.0,-0.009321,0.001993,0,-999,202,0
